19.701,-0.000225043,-0.000250993
19.802,-0.000226194,-0.000252274
19.902,-0.000227337,-0.000253549
20.002,-0.000228526,-0.000254868
20.102,-0.000229674,-0.000256146
20.202,-0.000230802,-0.000257407
20.302,-0.000231952,-0.000258687
20.402,-0.000233176,-0.000260043
20.501,-0.000234335,-0.000261336
20.602,-0.000235508,-0.000262638
20.702,-0.000236641,-0.000263904
20.808,-0.000237822,-0.000265213
20.898,-0.000239,-0.000266522
20.995,-0.000240165,-0.000267818
21.102,-0.000241304,-0.000269091
21.202,-0.000242455,-0.000270373
21.302,-0.000243621,-0.000271669
21.401,-0.000244793,-0.000272971
21.502,-0.000245954,-0.000274266
21.602,-0.000247124,-0.000275568
21.701,-0.000248283,-0.00027686
21.802,-0.000249443,-0.000278151
21.902,-0.000250645,-0.000279483
22.002,-0.000251805,-0.000280773
22.103,-0.000252976,-0.000282078
22.202,-0.000254136,-0.00028337
22.302,-0.000255274,-0.000284641
22.402,-0.000256455,-0.000285952
22.501,-0.000257614,-0.000287241
22.602,-0.00025878,-0.000288539
22.702,-0.000259929,-0.000289818
22.805,-0.000261103,-0.000291122
22.901,-0.000262231,-0.000292381
23.002,-0.000263408,-0.00029369
23.1,-0.000264581,-0.000294994
23.201,-0.000265735,-0.000296278
23.301,-0.000266864,-0.000297538
23.411,-0.000268044,-0.000298849
23.502,-0.000269164,-0.0003001
23.604,-0.00027035,-0.000301419
23.705,-0.000271518,-0.00030272
23.798,-0.000272696,-0.000304029
23.9,-0.000273865,-0.00030533
24.001,-0.000274989,-0.000306588
24.102,-0.000276175,-0.000307909
24.216,-0.000277365,-0.000309229
24.299,-0.000278539,-0.000310536
24.398,-0.000279705,-0.000311832
24.504,-0.00028085,-0.000313108
24.599,-0.000281989,-0.00031438
24.702,-0.000283158,-0.000315679
24.802,-0.000284332,-0.000316982
24.909,-0.000285472,-0.000318254
24.986,-0.000286643,-0.000319553
25.101,-0.000287819,-0.000320861
25.204,-0.00028898,-0.000322155
25.297,-0.000290113,-0.00032342
25.404,-0.000291259,-0.000324698
25.502,-0.000292425,-0.000325991
25.603,-0.000293595,-0.000327294
25.702,-0.000294751,-0.000328583
25.795,-0.00029589,-0.000329851
25.901,-0.000297054,-0.000331145
26.002,-0.000298212,-0.000332435
26.102,-0.000299387,-0.00033374
26.202,-0.000300538,-0.000335026
26.302,-0.000301731,-0.000336349
26.403,-0.000302885,-0.000337632
26.504,-0.00030405,-0.000338929
26.602,-0.000305213,-0.000340225
26.701,-0.000306332,-0.000341479
26.802,-0.000307509,-0.000342789
26.901,-0.000308699,-0.00034411
27.003,-0.000309878,-0.000345422
27.102,-0.000311039,-0.000346712
27.202,-0.000312217,-0.000348021
27.301,-0.000313359,-0.000349296
27.401,-0.000314527,-0.000350593
27.499,-0.000315715,-0.000351915
27.603,-0.000316866,-0.000353198
27.702,-0.000318027,-0.00035449
27.802,-0.000319192,-0.000355786
27.903,-0.000320343,-0.000357067
27.997,-0.000321524,-0.000358382
28.101,-0.000322647,-0.000359634
28.202,-0.000323838,-0.000360956
28.302,-0.000324954,-0.000362201
28.403,-0.000324954,-0.000362201
28.501,-0.000324954,-0.000362201
28.602,-0.000324954,-0.000362201
28.7,-0.000324954,-0.000362201
28.8,-0.000324472,-0.000362023
28.901,-0.000325402,-0.000363101
29.001,-0.000326646,-0.000364468
29.102,-0.000327886,-0.000365831
29.203,-0.000329117,-0.000367186
29.302,-0.000330356,-0.000368549
29.402,-0.000331591,-0.000369907
29.501,-0.000332828,-0.000371265
29.604,-0.000334066,-0.000372626
29.702,-0.000335304,-0.000373987
29.801,-0.000336544,-0.000375347
29.901,-0.000337782,-0.000376706
30.002,-0.000339026,-0.000378071
30.102,-0.000340262,-0.000379428
30.202,-0.000341447,-0.000380743
30.302,-0.000319303,-0.000405237
30.401,0.002027125,-0.002755138
30.501,0.004375135,-0.005106602
30.601,0.006723148,-0.007458089
30.703,0.009071132,-0.009809616
30.802,0.011419144,-0.012161105
30.902,0.013767202,-0.014512563
31.001,0.016115207,-0.016864046
31.101,0.01846322,-0.01921555
31.202,0.02081125,-0.021567034
31.3,0.023159258,-0.023918534
31.402,0.02550729,-0.026269982
31.501,0.027855298,-0.028621495
31.602,0.030203285,-0.030972995
31.702,0.032551315,-0.033324473
31.797,0.03489932,-0.035675969
31.902,0.037247397,-0.038027447
32.002,0.039595433,-0.040378906
32.102,0.04194342,-0.042730406
32.202,0.044291466,-0.045081884
32.302,0.046639476,-0.047433361
32.399,0.048987504,-0.049784865
32.502,0.05133551,-0.052136339
32.6,0.053683519,-0.054487836
32.701,0.056031585,-0.05683928
32.796,0.058379605,-0.059190758
32.902,0.060727615,-0.061542261
33.002,0.063075639,-0.063893743
33.102,0.06542369,-0.066245198
33.201,0.067771688,-0.068596691
33.301,0.070119746,-0.070948161
33.402,0.072467744,-0.073299654
33.502,0.07481578,-0.075651146
33.601,0.077163808,-0.078002632
33.704,0.079511821,-0.080354117
33.793,0.081859872,-0.08270558
33.902,0.084207878,-0.08505705
34.002,0.086555921,-0.087408543
34.102,0.088903949,-0.089760013
34.202,0.091251977,-0.092111491
34.301,0.093600042,-0.094462931
34.401,0.095948048,-0.096814424
34.502,0.098296076,-0.099165902
34.601,0.100644089,-0.101517387
34.701,0.10299214,-0.103868812
34.802,0.10534016,-0.10622029
34.901,0.107688159,-0.108571805
35.003,0.110036224,-0.110923268
35.102,0.112384237,-0.113274768
35.202,0.114732325,-0.115626186
35.302,0.117080316,-0.117977671
35.4,0.119428359,-0.120329142
35.502,0.121776365,-0.122680612
35.601,0.124200188,-0.124909036
35.702,0.134196401,-0.114916444
35.802,0.144195378,-0.104917988
35.9,0.154094383,-0.095019385
36.002,0.154120311,-0.095039554
36.102,0.156443432,-0.097366266
36.202,0.156443819,-0.097369239
36.302,0.156442642,-0.09737055
36.402,0.156441495,-0.097371817
36.502,0.156539977,-0.097273499
36.6,0.166534543,-0.087280273
36.7,0.176433399,-0.077381514
36.8,0.1765358,-0.077278845
36.902,0.186453864,-0.067409135
37.003,0.18888016,-0.069631942
37.102,0.198875755,-0.0596397
37.201,0.208874553,-0.049641095
37.302,0.218873352,-0.03964249
37.401,0.22887215,-0.02964389
37.501,0.238870949,-0.019645285
37.601,0.248869732,-0.00964668
37.702,0.258868515,0.000351927
37.802,0.268790901,0.01022714
37.901,0.271217138,0.008004314
38.001,0.281213194,0.017996965
38.101,0.291211993,0.027995585
38.198,0.301110864,0.037894309
38.302,0.301113278,0.037897285
38.4,0.301211715,0.037995581
38.501,0.311206162,0.047988798
38.602,0.321204901,0.057987433
38.703,0.331127256,0.067862682
38.802,0.333454549,0.065539956
38.901,0.333454937,0.065536954
39.001,0.333453655,0.06553565
39.102,0.333552033,0.065634027
39.2,0.34354654,0.075627789
39.301,0.353545278,0.085626438
39.404,0.363544017,0.095625088
