0.7262321,2.317105,2.847695,0.7981636
0.7218867,2.303242,2.830654,0.7932448
0.7178103,2.290238,2.814668,0.788625
0.7139961,2.27807,2.799709,0.7842962
0.7104373,2.266717,2.785753,0.780251
0.7071282,2.256161,2.772776,0.7764828
0.7040633,2.246383,2.760756,0.772985
0.7012375,2.237369,2.749674,0.7697521
0.6986462,2.229103,2.739511,0.7667785
0.6962854,2.221572,2.730252,0.7640599
0.6941512,2.214764,1.004164,0.7615916
0.6922402,2.208668,0.979894,0.7593697
0.6905495,2.203276,0.9570541,0.7573907
0.6890764,2.198577,0.9355331,0.7556517
0.6878187,2.194566,0.9152313,0.7541499
0.6867744,2.191235,0.8960591,0.7528828
0.6859418,2.18858,0.8779357,0.7518487
0.6853198,2.186597,0.8607876,0.7510458
0.6849074,2.185283,0.8445491,0.750473
0.6847039,2.184635,0.8291597,0.7501294
0.684709,2.184653,0.8145649,0.7500144
0.6849228,2.185336,0.8007146,0.750128
0.6853455,2.186687,0.7875635,0.7504703
0.6859778,2.188705,0.7750695,0.7510417
0.6868206,2.191396,0.7631946,0.7518433
0.6878754,2.194763,0.7519037,0.752876
0.6891437,2.198811,0.7411645,0.7541416
0.6906273,2.203547,0.7309473,2.074338
0.6923288,2.208977,0.7212247,2.079447
0.6942506,2.21511,0.7119712,2.085217
0.6963959,2.221957,0.7031636,2.091659
0.698768,2.229527,0.6947805,2.098783
0.7013706,2.237832,0.6868016,2.106598
0.704208,2.246887,0.6792084,2.115119
0.7072848,2.256706,0.6719838,2.124359
0.710606,2.267304,0.6764426,2.134332
0.7141771,2.207615,0.697638,2.145057
0.7180041,2.081239,0.7204312,2.081343
0.7220935,1.969115,0.7449982,1.969194
0.7264523,1.868995,0.7715439,1.869052
0.7310881,1.779079,0.8003036,1.779119
0.736009,1.697912,0.8315533,1.697936
0.741224,1.6243,0.8656172,1.624313
0.7467425,1.557261,0.902878,1.557263
0.7525747,1.495973,0.9437914,1.495967
0.7587317,1.43975,0.9889039,1.439735
0.7652252,1.388006,1.038878,1.387985
0.7720681,1.340247,1.094523,1.340221
0.779274,1.296047,2.37128,1.296016
0.7868577,1.255039,2.296238,1.255004
0.7948348,1.216906,2.226457,1.216867
0.8032225,1.181372,2.161432,1.181329
0.8120392,1.148193,2.100718,1.148148
0.8213045,1.117158,2.043928,1.117111
0.8310397,1.08808,1.990718,1.08803
0.8412678,1.060791,1.940784,1.06074
0.8520136,1.035146,1.893857,1.035093
0.8633039,1.011012,1.849696,1.010957
0.8751675,0.9882717,1.808085,0.9882159
0.8876359,0.9668201,1.768832,0.9667631
0.9007431,0.9465622,1.731764,0.9465041
0.9145259,0.9274124,1.696724,0.9273535
0.9290244,0.9092937,1.66357,0.9092339
0.9442823,0.8921358,1.632175,0.8920754
0.9603472,0.8758754,1.602422,0.8758143
0.977271,0.8604544,1.574205,0.8603928
0.9951105,0.8458203,1.547428,0.8457582
1.013928,0.8319249,1.522002,0.8318623
1.033792,0.8187239,1.497847,0.8186609
1.054777,0.8061771,1.47489,0.8061137
1.076967,0.7942473,1.453061,0.7941836
1.100453,0.7829005,1.432299,0.7828364
1.125337,0.7721052,1.412546,0.7720408
1.151731,0.7618324,1.393749,0.7617677
1.179761,0.7520555,1.37586,0.7519906
1.209567,0.7427497,1.358833,0.7426845
1.241306,0.7338922,1.342626,0.7338268
1.275154,0.7254619,1.3272,0.7253963
1.311311,0.7174391,1.312521,0.7173733
1.350001,0.7098057,1.298553,0.7097396
1.39148,0.7025447,1.285267,0.7024784
1.272693,0.6956405,1.272634,0.695574
1.260686,0.6890786,1.260628,0.6890119
1.24928,0.6828454,1.249222,0.6827785
1.238453,0.6769282,1.238395,0.6768611
1.228183,0.6713155,1.228125,0.6712482
1.21845,0.6659963,1.218392,0.6659287
1.209235,0.6609604,1.209177,0.6608927
1.200522,0.6561986,1.200464,0.6561306
1.192294,0.6517019,1.192236,0.6516337
1.184536,0.6474624,1.184478,0.6473939
1.177235,0.6434724,1.177177,0.6434036
1.170377,0.6397249,1.17032,0.6396559
1.163952,0.6362135,1.163894,0.6361442
1.157948,0.6329322,1.15789,0.6328626
1.152354,0.6298754,1.152296,0.6298056
1.147162,0.6270382,1.147104,0.626968
1.142363,0.6244156,1.142305,0.6243451
1.137949,0.6220037,1.137891,0.6219329
1.133913,0.6197984,1.133855,0.6197271
1.130249,0.6177961,1.13019,0.6177245
1.12695,0.6159938,1.126892,0.6159219
1.124012,0.6143886,1.123954,0.6143162
1.12143,0.612978,1.121372,0.6129052
1.1192,0.6117597,1.119141,0.6116865
1.117319,0.610732,1.11726,0.6106583
1.115783,0.6098931,1.115724,0.6098189
1.114591,0.6092419,1.114531,0.6091672
1.113739,0.6087773,1.11368,0.6087021
1.113228,0.6084986,1.113168,0.6084229
1.113057,0.6084055,1.112996,0.6083292
1.113224,0.6084977,1.113164,0.6084208
1.113731,0.6087753,1.11367,0.6086979
1.114578,0.6092389,1.114517,0.6091608
1.115767,0.6098891,1.115705,0.6098104
1.117298,0.610727,1.117236,0.6106476
1.119175,0.6117538,1.119113,0.6116737
1.121401,0.612971,1.121338,0.6128901
1.123979,0.6143806,1.123915,0.614299
1.126912,0.6159848,1.126848,0.6159024
1.130206,0.617786,1.130142,0.6177028
1.133866,0.6197872,1.133801,0.6197031
1.137897,0.6219915,1.137832,0.6219064
1.142307,0.6244023,1.142241,0.6243163
1.147101,0.6270237,1.147035,0.6269367
1.152288,0.6298599,1.152221,0.6297718
1.157877,0.6329154,1.157809,0.6328264
1.163877,0.6361955,1.163808,0.6361054
1.170297,0.6397057,1.170228,0.6396144
1.177149,0.6434519,1.177079,0.6433594
1.184444,0.6474406,1.184374,0.6473468
1.192197,0.6516789,1.192125,0.6515837
1.200419,0.6561741,1.200346,0.6560776
1.209126,0.6609346,1.209053,0.6608366
1.218335,0.6659689,1.21826,0.6658695
1.228061,0.6712866,1.227986,0.6711857
1.238325,0.6768977,1.238248,0.6767952
1.249145,0.6828132,1.249068,0.682709
1.260543,0.6890447,1.260465,0.6889387
1.272543,0.6956049,1.272463,0.695497
1.285168,0.7025072,1.285087,0.7023974
1.298446,0.7097663,1.298364,0.7096544
1.312405,0.7173977,1.312307,0.7172837
1.327076,0.7254184,1.326976,0.7253022
1.342493,0.7338465,1.342391,0.7337279
1.35869,0.7427016,1.358587,0.7425807
1.375707,0.752005,1.375602,0.7518814
1.393586,0.7617794,1.393479,0.7616531
1.412372,0.7720494,1.412263,0.7719203
1.432113,0.7828419,1.432002,0.7827098
1.452863,0.7941858,1.452749,0.7940505
1.474678,0.8061123,1.474563,0.8059737
1.497622,0.8186558,1.497504,0.8185136
1.521762,0.8318532,1.521642,0.8317073
1.547172,0.8457449,1.535372,0.845595
1.573932,0.860375,1.507843,0.8602209
1.602131,0.8757915,1.481728,0.8756331
1.631865,0.8920475,1.456938,0.8918843
1.66324,0.9092004,1.433394,0.9090322
1.696372,0.9273139,1.411021,0.9271404
1.731389,0.946458,1.389753,0.9462788
1.768382,0.9667099,1.369527,0.9665245
1.807606,0.9881549,1.350288,0.9879631
1.849185,1.010888,1.331981,1.010689
1.893312,1.035014,1.314559,1.034808
1.940202,1.060651,1.297977,1.060437
1.990096,1.087931,1.282194,1.087708
2.043262,1.116999,1.267172,1.116767
2.100004,1.148023,1.252875,1.147781
2.160665,1.18119,1.23927,1.180936
2.225632,1.216712,1.226327,1.216446
2.295348,1.25483,1.214017,1.254551
2.370319,1.295822,1.202315,1.295529
1.094664,1.340004,1.191196,1.339695
1.039028,1.387743,1.180636,1.387417
0.9890604,1.439464,1.170616,1.439118
0.9439526,1.302187,1.161115,1.495295
0.9030427,1.292092,1.152115,1.55653
0.8657842,1.282539,1.1436,1.623509
0.8317218,1.273512,1.135552,1.697053
0.8004727,1.264993,1.127959,1.778143
0.7717134,1.256968,1.120805,1.787299
0.745168,1.249423,1.114079,1.776573
0.7206002,1.242344,1.107768,1.766509
0.6978065,1.235718,1.101862,1.757092
0.6766103,1.229536,1.096351,1.748303
0.6718636,1.223786,1.091226,1.74013
0.6790884,1.218459,1.086478,1.732558
0.6866817,1.213546,1.082099,1.725575
0.6946609,1.20904,1.078082,1.71917
0.7030441,1.204932,1.074421,1.713332
0.7118518,1.201217,1.07111,1.708052
0.7211054,1.197889,1.068144,1.703322
0.7308282,1.194942,1.065517,1.699134
0.7410457,1.192371,1.063227,1.695482
0.7517851,1.190174,1.061269,1.692359
0.7630763,1.188346,1.059641,1.689763
0.7749514,1.186884,1.058339,1.687687
0.7874456,1.185787,1.057362,1.686129
0.8005973,1.185053,1.056709,1.685087
0.8144479,1.18468,1.056378,1.68456
0.8290433,1.184668,1.056369,1.684545
0.8444332,1.185017,1.056682,1.685044
0.8606724,1.185728,1.057317,1.686057
0.8778213,1.186801,1.058276,1.687585
0.8959455,1.188238,1.059559,1.689632
0.9151189,1.190042,1.061169,1.692199
0.9354218,1.192215,1.063108,1.695291
0.9569442,1.19476,1.06538,1.698913
0.9797859,1.197682,1.067987,1.703071
1.004058,1.200985,1.070934,1.70777
3.1079,1.204675,1.074225,1.713019
3.118433,1.208756,1.077866,1.718825
2.595022,1.213236,1.081863,1.725198
2.48053,1.218122,1.086221,1.732148
2.435355,1.223421,1.090948,1.739687
2.408358,1.229143,1.096052,1.747826
2.392551,1.235296,1.101541,1.756579
2.385438,1.241892,1.107425,1.765961
2.386128,1.248941,1.113712,1.775987
2.394701,1.256453,1.120415,1.786675
2.412262,1.264446,1.127544,1.798044
2.441767,1.272932,1.135113,1.810114
2.491972,1.281926,1.143134,1.822905
3.331802,1.291443,1.151623,1.836442
3.357758,1.301503,1.160595,1.850749
3.38516,1.312123,1.170067,1.865854
3.414062,1.323325,1.180058,1.881785
3.44452,1.335129,1.190586,1.898574
2.564832,1.34756,1.201674,1.916254
2.486901,1.360643,1.213342,1.934862
2.414279,1.374406,1.225617,1.954435
2.346473,1.388877,1.238524,1.975017
2.283048,1.404088,1.252091,1.996651
2.223621,1.420074,1.266348,2.019386
2.167853,1.43687,1.281329,2.043275
2.163014,1.454517,1.297068,2.068373
2.191128,1.473058,1.313603,2.094741
2.220667,1.492537,1.330977,0.3764379
2.251709,1.513005,1.349232,0.3756899
2.284338,1.534517,1.368418,0.3750588
2.318642,1.55713,1.388587,0.3745441
2.35472,1.580909,1.409795,0.3741442
2.392679,1.605922,1.432103,0.373859
2.432636,1.632244,1.45558,0.3736881
3.176472,1.659958,0.8560279,0.3736309
1.15653,1.689152,0.8240181,0.3736877
1.010659,1.719925,0.8018838,0.3738584
1.011429,1.752383,0.7848976,0.3741432
1.012509,1.786645,0.7712721,0.3745427
1.0139,1.82284,0.7601006,0.3750573
1.015605,1.86111,0.7508504,0.3756881
1.017626,1.901613,0.7431792,0.3764358
1.019967,1.944525,0.7368549,0.3773016
1.02263,1.990037,0.7317137,0.3782869
1.025621,2.038367,0.7276388,0.3793933
1.028944,2.089755,0.7245458,0.3806224
1.032604,2.144471,0.7223756,0.3819762
1.036607,2.202819,0.7210888,0.3834569
1.040959,2.26514,0.7206629,0.3850669
1.045668,2.33182,0.7210906,0.3868088
1.050741,1.22755,0.7223791,0.3886853
1.056187,1.157292,0.7245511,0.3906999
1.062015,1.094955,0.727646,0.3928557
1.068235,1.039292,0.7317229,0.3951566
1.074857,0.9893005,0.7368661,0.3976062
1.081894,0.9441721,0.7431927,0.4002092
1.089357,0.9032447,0.7508664,0.40297
1.09726,0.8659708,0.7601194,0.4058937
1.105619,0.8318946,0.7712941,0.4089856
1.114448,0.8006333,0.7849234,0.4122514
1.123764,0.7718633,0.8019147,0.4156977
1.133585,0.7764322,0.8240566,0.4193307
2.348736,0.7835202,0.856081,0.4231579
2.336624,0.790982,2.336681,0.4271867
2.325341,0.798833,2.325399,0.4314259
2.314869,0.8070897,2.314926,0.4358841
2.305189,0.8157699,2.305247,0.4405707
2.296287,0.8248928,2.296344,0.445497
2.288147,0.8344793,1.266624,0.450673
2.280757,0.8445514,1.262532,0.4561114
2.274106,0.8551334,1.258848,0.4618251
2.268181,0.8662509,1.255568,0.467828
2.262975,0.8779324,1.252685,0.4741354
2.25848,0.8902082,1.250195,0.4807638
2.254688,0.903111,1.248094,0.4877307
2.251592,0.9166767,1.24638,0.4950554
2.24919,0.9309441,1.245049,0.502759
2.247477,0.9459555,1.244099,0.5108643
2.24645,0.9617565,1.243529,0.5193959
